text2,label,episode,season,places,ids,text1,label_prev
i do want a hint huh i do i do,4,0923-0924,09,0,45510,wow that mike thing was interesting i don't know what's gonna happen with phoebe and david,3.0
ok i'm sensing that this is some kind of word play because you are pink with barely controlled glee,3,0923-0924,09,0,45511,i do want a hint huh i do i do,4.0
david is going to propose to phoebe,4,0923-0924,09,0,45512,ok i'm sensing that this is some kind of word play because you are pink with barely controlled glee,3.0
what why,3,0923-0924,09,0,45513,david is going to propose to phoebe,4.0
be cause we were talking about ways that he could beat mike and i told him that phoebe wanted to get married,4,0923-0924,09,0,45514,what why,3.0
chandler we have talked about this you are not supposed to give people advice now couldn't you just have made some sort of inappropriate joke,3,0923-0924,09,0,45515,be cause we were talking about ways that he could beat mike and i told him that phoebe wanted to get married,4.0
i did a penis one look just so i know what was so wrong about what i said,4,0923-0924,09,0,45516,chandler we have talked about this you are not supposed to give people advice now couldn't you just have made some sort of inappropriate joke,3.0
they've only been going out for a few weeks and phoebe is completely hung up on mike she'll say no david's heart will be broken it will be too hard for them to recover from and then phoebe will end up alone again,3,0923-0924,09,0,45517,i did a penis one look just so i know what was so wrong about what i said,4.0
man that's some bad advice,4,0923-0924,09,0,45518,they've only been going out for a few weeks and phoebe is completely hung up on mike she'll say no david's heart will be broken it will be too hard for them to recover from and then phoebe will end up alone again,3.0
oh hey thank god you guys are here,5,0923-0924,09,0,45519,man that's some bad advice,4.0
hey hey what's going on,1,0923-0924,09,0,45520,oh hey thank god you guys are here,5.0
everything is upside down here it rains all day long nobody watches tv and ross is famous,5,0923-0924,09,0,45521,hey hey what's going on,1.0
alright i don't wanna alarm anybody but monica's hair is twice as big as it was when we landed,1,0923-0924,09,0,45522,everything is upside down here it rains all day long nobody watches tv and ross is famous,5.0
ok when i go places with high humidity it gets a little extra body ok,3,0923-0924,09,0,45523,alright i don't wanna alarm anybody but monica's hair is twice as big as it was when we landed,1.0
that's why our honeymoon photos look like me and diana ross,4,0923-0924,09,0,45524,ok when i go places with high humidity it gets a little extra body ok,3.0
come on i'll show you guys where to check in,5,0923-0924,09,0,45525,that's why our honeymoon photos look like me and diana ross,4.0
oh honey can you make sure we get a king size bed,3,0923-0924,09,0,45526,come on i'll show you guys where to check in,5.0
oh david get one for us too oh oh and see if they have a heart shaped one and with mirrors on the ceiling,6,0923-0924,09,0,45527,oh honey can you make sure we get a king size bed,3.0
and make sure our room isn't next to theirs,3,0923-0924,09,0,45528,oh david get one for us too oh oh and see if they have a heart shaped one and with mirrors on the ceiling,6.0
ooh you guys are so lucky you are here with people you known it's such a romantic place that's all i just wish i could share that with a guy,1,0923-0924,09,0,45529,and make sure our room isn't next to theirs,3.0
not joey,6,0923-0924,09,0,45530,ooh you guys are so lucky you are here with people you known it's such a romantic place that's all i just wish i could share that with a guy,1.0
not joey no i was just lusting after chandler,1,0923-0924,09,0,45531,not joey,6.0
so ehm i'm proposing to pheobe tonight,0,0923-0924,09,0,45532,not joey no i was just lusting after chandler,1.0
tonight isn't an engagement ring supposed to have a diamond oh there it is,4,0923-0924,09,0,45533,so ehm i'm proposing to pheobe tonight,0.0
yeah well being a failed scientist doesn't pay quite as well as you might think that's uhm one seventieth of a karat and the clarity is uhm is quite poor,0,0923-0924,09,0,45534,tonight isn't an engagement ring supposed to have a diamond oh there it is,4.0
nice,4,0923-0924,09,0,45535,yeah well being a failed scientist doesn't pay quite as well as you might think that's uhm one seventieth of a karat and the clarity is uhm is quite poor,0.0
see what happens when you give people advice i hope you told him not to,3,0923-0924,09,0,45538,david is going to propose to phoebe tonight,4.0
that would be advice,4,0923-0924,09,0,45539,see what happens when you give people advice i hope you told him not to,3.0
ok fine i'll handle this phoebe,3,0923-0924,09,0,45540,that would be advice,4.0
are you leaving the supremes,6,0923-0924,09,0,45542,i need to talk to you,3.0
ok my husband just gave your boyfriend some very bad advice look david is going to propose to you tonight,3,0923-0924,09,0,45543,are you leaving the supremes,6.0
oh ok you want me to marry mike alright well let's just gag him and handcuff him and force him down the aisle i can just see it,6,0923-0924,09,0,45545,what are you serious you wanna marry him wha what about mike,3.0
do you really think marrying someone else is the right answer,3,0923-0924,09,0,45546,oh ok you want me to marry mike alright well let's just gag him and handcuff him and force him down the aisle i can just see it,6.0
sure look ok bottom line,6,0923-0924,09,0,45547,do you really think marrying someone else is the right answer,3.0
by using ct scans and computer imaging we can in a very real way bring the mesozoic era into the 21st century,2,0923-0924,09,0,45548,sure look ok bottom line,6.0
it's great you're gonna be the hit of the conference,0,0923-0924,09,0,45549,by using ct scans and computer imaging we can in a very real way bring the mesozoic era into the 21st century,2.0
oh and you know what it will be even better tomorrow because i won't be constantly interrupted by joey checking to see if they put chocolates on my pillow yet,2,0923-0924,09,0,45550,it's great you're gonna be the hit of the conference,0.0
damnit,5,0923-0924,09,0,45552,the chocolates aren't here yet,2.0
ross just read me his speech it's fantastic,0,0923-0924,09,0,45553,damnit,5.0
oh is it on the computer cuz i'd love to give it a read,4,0923-0924,09,0,45554,ross just read me his speech it's fantastic,0.0
if you want to check your email just ask,2,0923-0924,09,0,45555,oh is it on the computer cuz i'd love to give it a read,4.0
what may i,4,0923-0924,09,0,45556,if you want to check your email just ask,2.0
what's with the rain geller i mean when i signed up for dino week nobody said anything about it being monsoon season,1,0923-0924,09,0,45557,what may i,4.0
actually the wet season is june to december,0,0923-0924,09,0,45558,what's with the rain geller i mean when i signed up for dino week nobody said anything about it being monsoon season,1.0
it's not the time charlie,1,0923-0924,09,0,45559,actually the wet season is june to december,0.0
oh no no no dear god no,4,0923-0924,09,0,45560,it's not the time charlie,1.0
oh what did someone outbid you for the teapot oh secret teapot,5,0923-0924,09,0,45561,oh no no no dear god no,4.0
your computer i don't know wha everything's gone,4,0923-0924,09,0,45562,oh what did someone outbid you for the teapot oh secret teapot,5.0
wha what do you mean,2,0923-0924,09,0,45563,your computer i don't know wha everything's gone,4.0
it must be a virus i think it erased your hard drive,4,0923-0924,09,0,45564,wha what do you mean,2.0
what oh my god what did you do,2,0923-0924,09,0,45565,it must be a virus i think it erased your hard drive,4.0
someone i don't know sent me an e mail and i opened it,4,0923-0924,09,0,45566,what oh my god what did you do,2.0
why why would you open it,2,0923-0924,09,0,45567,someone i don't know sent me an e mail and i opened it,4.0
well it didn't say this is a virus,4,0923-0924,09,0,45568,why why would you open it,2.0
what did it say,2,0923-0924,09,0,45569,well it didn't say this is a virus,4.0
nude pictures of anna kournikova i'm so sorry,4,0923-0924,09,0,45570,what did it say,2.0
what what am i gonna do my speech is gone chandler,2,0923-0924,09,0,45571,nude pictures of anna kournikova i'm so sorry,4.0
it's not gone i mean i'm sure you printed out a copy you have a hard copy right,4,0923-0924,09,0,45572,what what am i gonna do my speech is gone chandler,2.0
no i don't,2,0923-0924,09,0,45573,it's not gone i mean i'm sure you printed out a copy you have a hard copy right,4.0
well you must be pretty mad at yourself right now,4,0923-0924,09,0,45574,no i don't,2.0
yep i'd like to thank you guys for coming down here to complain about the rain and ruin my career,2,0923-0924,09,0,45575,well you must be pretty mad at yourself right now,4.0
i just feel awful,4,0923-0924,09,0,45576,yep i'd like to thank you guys for coming down here to complain about the rain and ruin my career,2.0
yeah well you should i mean nude pictures of anna kournikova i mean she's never even won a major tournament,2,0923-0924,09,0,45577,i just feel awful,4.0
well i tried billy jean king but you know you and monica have the same i'm gonna kill you look i can usually make it go away by kissing her,4,0923-0924,09,0,45578,yeah well you should i mean nude pictures of anna kournikova i mean she's never even won a major tournament,2.0
get out,2,0923-0924,09,0,45579,well i tried billy jean king but you know you and monica have the same i'm gonna kill you look i can usually make it go away by kissing her,4.0
you know this happens all the time to my computer at work,1,0923-0924,09,0,45580,get out,2.0
well what do you do,2,0923-0924,09,0,45581,you know this happens all the time to my computer at work,1.0
well i usually go play tetris on somebody else's computer,1,0923-0924,09,0,45582,well what do you do,2.0
i can't believe this i can't believe this is happening i have to give the keynote speech tomorrow ok i have to stand up in front of all these people what am i gonna say,2,0923-0924,09,0,45583,well i usually go play tetris on somebody else's computer,1.0
i could teach you a speech that i memorized for auditions,5,0923-0924,09,0,45584,i can't believe this i can't believe this is happening i have to give the keynote speech tomorrow ok i have to stand up in front of all these people what am i gonna say,2.0
